"OePNV","kiezblocks","Fahrrad","Verbrenner","E_Fahrzeuge","DRT","Anwohnerparken","Besucherparken","CO2","Kosten","traffic","parking","KostenProKopf","KostenProErwachsener"
"dekarbonisiert","base","base","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.6,1.41e+09,0.95,0.9,371.052631578947,460.78431372549
"stark","base","base","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,9.1e+08,0.85,0.85,239.473684210526,297.385620915033
"base","Innenstadt","base","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1.382e+09,0.9,0.9,363.684210526316,451.633986928105
"dekarbonisiert","Innenstadt","base","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1.332e+09,0.9,0.9,350.526315789474,435.294117647059
"stark","Innenstadt","base","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,8.32e+08,0.8,0.85,218.947368421053,271.895424836601
"base","ganze Stadt","base","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1.304e+09,0.9,0.85,343.157894736842,426.143790849673
"dekarbonisiert","ganze Stadt","base","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1.254e+09,0.9,0.85,330,409.803921568628
"stark","ganze Stadt","base","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,7.54e+08,0.8,0.8,198.421052631579,246.40522875817
"base","base","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1.244e+09,0.9,0.85,327.368421052632,406.535947712418
"dekarbonisiert","base","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1.194e+09,0.9,0.85,314.21052631579,390.196078431373
"stark","base","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,6.94e+08,0.8,0.8,182.631578947368,226.797385620915
"base","Innenstadt","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,1173300000,0.9,0.85,308.763157894737,383.43137254902
"dekarbonisiert","Innenstadt","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,1123300000,0.9,0.85,295.605263157895,367.091503267974
"stark","Innenstadt","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.45,623300000,0.8,0.8,164.026315789474,203.692810457516
"base","ganze Stadt","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,1102600000,0.9,0.8,290.157894736842,360.326797385621
"dekarbonisiert","ganze Stadt","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,1052600000,0.9,0.8,277,343.986928104575
"stark","ganze Stadt","stark","Maut","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.45,552600000,0.8,0.75,145.421052631579,180.588235294118
"base","base","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.0199,-1e+05,0.95,0.9,-0.0263157894736842,-0.0326797385620915
"dekarbonisiert","base","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.0099,-50100000,0.95,0.9,-13.1842105263158,-16.3725490196078
"stark","base","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.009,-550100000,0.85,0.85,-144.763157894737,-179.771241830065
"base","Innenstadt","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.019405,-5100000,0.95,0.9,-1.34210526315789,-1.66666666666667
"dekarbonisiert","Innenstadt","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.009405,-55100000,0.95,0.9,-14.5,-18.0065359477124
"stark","Innenstadt","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.00855,-555100000,0.85,0.85,-146.078947368421,-181.40522875817
"base","ganze Stadt","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01891,-10100000,0.95,0.85,-2.65789473684211,-3.30065359477124
"dekarbonisiert","ganze Stadt","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.00891,-60100000,0.95,0.85,-15.8157894736842,-19.640522875817
"stark","ganze Stadt","base","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.0081,-560100000,0.85,0.8,-147.394736842105,-183.039215686275
"base","base","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01891,-70100000,0.95,0.85,-18.4473684210526,-22.9084967320261
"dekarbonisiert","base","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.00891,-120100000,0.95,0.85,-31.6052631578947,-39.2483660130719
"stark","base","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.0081,-620100000,0.85,0.8,-163.184210526316,-202.647058823529
"base","Innenstadt","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.0184645,-75100000,0.9,0.85,-19.7631578947368,-24.5424836601307
"dekarbonisiert","Innenstadt","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.0084645,-125100000,0.9,0.85,-32.9210526315789,-40.8823529411765
"stark","Innenstadt","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.007695,-625100000,0.85,0.8,-164.5,-204.281045751634
"base","ganze Stadt","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.018019,-80100000,0.9,0.8,-21.078947368421,-26.1764705882353
"dekarbonisiert","ganze Stadt","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.008019,-130100000,0.9,0.8,-34.2368421052632,-42.516339869281
"stark","ganze Stadt","stark","Verbot","base","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.00729,-630100000,0.8,0.75,-165.815789473684,-205.915032679739
"base","base","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",1,3.65e+09,1,1,960.526315789474,1192.81045751634
"dekarbonisiert","base","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.99,3.6e+09,1,1,947.368421052632,1176.47058823529
"stark","base","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,3.1e+09,0.9,0.95,815.78947368421,1013.07189542484
"base","Innenstadt","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9505,3581125000,1,1,942.401315789474,1170.3022875817
"dekarbonisiert","Innenstadt","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.95,3531125000,1,1,929.243421052631,1153.96241830065
"stark","Innenstadt","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.85,3031125000,0.9,0.95,797.66447368421,990.563725490196
"base","ganze Stadt","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,3512250000,0.95,0.95,924.276315789474,1147.79411764706
"dekarbonisiert","ganze Stadt","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,3462250000,0.95,0.95,911.118421052631,1131.45424836601
"stark","ganze Stadt","base","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.8,2962250000,0.85,0.9,779.53947368421,968.055555555555
"base","base","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,3452250000,0.95,0.95,908.486842105263,1128.1862745098
"dekarbonisiert","base","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,3402250000,0.95,0.95,895.328947368421,1111.84640522876
"stark","base","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.8,2902250000,0.85,0.9,763.75,948.4477124183
"base","Innenstadt","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.85,3389762500,0.95,0.95,892.042763157895,1107.76552287582
"dekarbonisiert","Innenstadt","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.85,3339762500,0.95,0.95,878.884868421053,1091.42565359477
"stark","Innenstadt","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.75,2839762500,0.85,0.9,747.305921052632,928.026960784314
"base","ganze Stadt","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.8,3327275000,0.95,0.9,875.598684210526,1087.34477124183
"dekarbonisiert","ganze Stadt","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.8,3277275000,0.95,0.9,862.440789473684,1071.00490196078
"stark","ganze Stadt","stark","base","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.75,2777275000,0.85,0.85,730.861842105263,907.606209150327
"base","base","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.6,4.599e+09,0.85,0.8,1210.26315789474,1502.94117647059
"dekarbonisiert","base","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.6,4.549e+09,0.85,0.8,1197.10526315789,1486.60130718954
"stark","base","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,4.049e+09,0.75,0.75,1065.52631578947,1323.20261437908
"base","Innenstadt","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,4482675000,0.85,0.8,1179.65131578947,1464.92647058823
"dekarbonisiert","Innenstadt","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,4432675000,0.85,0.8,1166.49342105263,1448.58660130719
"stark","Innenstadt","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,3932675000,0.75,0.75,1034.91447368421,1285.18790849673
"base","ganze Stadt","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,4366350000,0.85,0.75,1149.03947368421,1426.91176470588
"dekarbonisiert","ganze Stadt","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,4316350000,0.85,0.75,1135.88157894737,1410.57189542484
"stark","ganze Stadt","base","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,3816350000,0.75,0.7,1004.30263157895,1247.17320261438
"base","base","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,4306350000,0.85,0.75,1133.25,1407.30392156863
"dekarbonisiert","base","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,4256350000,0.85,0.75,1120.09210526316,1390.96405228758
"stark","base","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,3756350000,0.75,0.7,988.513157894737,1227.56535947712
"base","Innenstadt","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,4201157500,0.85,0.75,1105.56776315789,1372.9272875817
"dekarbonisiert","Innenstadt","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,4151157500,0.85,0.75,1092.40986842105,1356.58741830065
"stark","Innenstadt","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.45,3651157500,0.75,0.7,960.830921052631,1193.1887254902
"base","ganze Stadt","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,4095965000,0.8,0.7,1077.88552631579,1338.55065359477
"dekarbonisiert","ganze Stadt","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,4045965000,0.8,0.7,1064.72763157895,1322.21078431373
"stark","ganze Stadt","stark","Maut","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.45,3545965000,0.75,0.7,933.148684210526,1158.81209150327
"base","base","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,3062250000,0.85,0.65,805.855263157895,1000.73529411765
"dekarbonisiert","base","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,3012250000,0.85,0.65,792.697368421052,984.395424836601
"stark","base","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2512250000,0.75,0.6,661.118421052631,820.996732026144
"base","Innenstadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,3022757500,0.85,0.6,795.4625,987.829248366013
"dekarbonisiert","Innenstadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2972757500,0.85,0.6,782.304605263158,971.489379084967
"stark","Innenstadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2472757500,0.75,0.6,650.725657894737,808.09068627451
"base","ganze Stadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,2983265000,0.8,0.6,785.069736842105,974.923202614379
"dekarbonisiert","ganze Stadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2933265000,0.8,0.6,771.911842105263,958.583333333333
"stark","ganze Stadt","base","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2433265000,0.75,0.55,640.332894736842,795.184640522876
"base","base","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,2923265000,0.8,0.6,769.280263157895,955.315359477124
"dekarbonisiert","base","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2873265000,0.8,0.6,756.122368421053,938.975490196079
"stark","base","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2373265000,0.75,0.55,624.543421052632,775.576797385621
"base","Innenstadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,2887221750,0.8,0.6,759.795197368421,943.536519607843
"dekarbonisiert","Innenstadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2837221750,0.8,0.6,746.637302631579,927.196650326797
"stark","Innenstadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2337221750,0.75,0.55,615.058355263158,763.79795751634
"base","ganze Stadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,2851178500,0.8,0.55,750.310131578947,931.757679738562
"dekarbonisiert","ganze Stadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2801178500,0.8,0.55,737.152236842105,915.417810457516
"stark","ganze Stadt","stark","Verbot","Maut","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,2301178500,0.7,0.55,605.573289473684,752.019117647059
"base","base","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",1,-1e+05,1,1,-0.0263157894736842,-0.0326797385620915
"dekarbonisiert","base","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.99,-50100000,1,1,-13.1842105263158,-16.3725490196078
"stark","base","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,-550100000,0.9,0.95,-144.763157894737,-179.771241830065
"base","Innenstadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9505,-5100000,1,1,-1.34210526315789,-1.66666666666667
"dekarbonisiert","Innenstadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.95,-55100000,1,1,-14.5,-18.0065359477124
"stark","Innenstadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.85,-555100000,0.9,0.95,-146.078947368421,-181.40522875817
"base","ganze Stadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,-10100000,0.95,0.95,-2.65789473684211,-3.30065359477124
"dekarbonisiert","ganze Stadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,-60100000,0.95,0.95,-15.8157894736842,-19.640522875817
"stark","ganze Stadt","base","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.8,-560100000,0.85,0.9,-147.394736842105,-183.039215686275
"base","base","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,-70100000,0.95,0.95,-18.4473684210526,-22.9084967320261
"dekarbonisiert","base","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.9,-120100000,0.95,0.95,-31.6052631578947,-39.2483660130719
"stark","base","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.8,-620100000,0.85,0.9,-163.184210526316,-202.647058823529
"base","Innenstadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.85,-75100000,0.95,0.95,-19.7631578947368,-24.5424836601307
"dekarbonisiert","Innenstadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.85,-125100000,0.95,0.95,-32.9210526315789,-40.8823529411765
"stark","Innenstadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.75,-625100000,0.85,0.9,-164.5,-204.281045751634
"base","ganze Stadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.8,-80100000,0.95,0.9,-21.078947368421,-26.1764705882353
"dekarbonisiert","ganze Stadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.8,-130100000,0.95,0.9,-34.2368421052632,-42.516339869281
"stark","ganze Stadt","stark","base","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.75,-630100000,0.85,0.85,-165.815789473684,-205.915032679739
"base","base","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.6,1459900000,0.95,0.9,384.184210526316,477.091503267974
"dekarbonisiert","base","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.6,1409900000,0.95,0.9,371.026315789474,460.751633986928
"stark","base","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,909900000,0.85,0.85,239.447368421053,297.352941176471
"base","Innenstadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1381900000,0.9,0.9,363.657894736842,451.601307189542
"dekarbonisiert","Innenstadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1331900000,0.9,0.9,350.5,435.261437908497
"stark","Innenstadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,831900000,0.8,0.85,218.921052631579,271.862745098039
"base","ganze Stadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1303900000,0.9,0.85,343.131578947368,426.111111111111
"dekarbonisiert","ganze Stadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1253900000,0.9,0.85,329.973684210526,409.771241830065
"stark","ganze Stadt","base","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,753900000,0.8,0.8,198.394736842105,246.372549019608
"base","base","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1243900000,0.9,0.85,327.342105263158,406.503267973856
"dekarbonisiert","base","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.55,1193900000,0.9,0.85,314.184210526316,390.16339869281
"stark","base","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,693900000,0.8,0.8,182.605263157895,226.764705882353
"base","Innenstadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,1173200000,0.9,0.85,308.736842105263,383.398692810458
"dekarbonisiert","Innenstadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,1123200000,0.9,0.85,295.578947368421,367.058823529412
"stark","Innenstadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.45,623200000,0.8,0.8,164,203.660130718954
"base","ganze Stadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,1102500000,0.9,0.8,290.131578947368,360.294117647059
"dekarbonisiert","ganze Stadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.5,1052500000,0.9,0.8,276.973684210526,343.954248366013
"stark","ganze Stadt","stark","Maut","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.45,552500000,0.8,0.75,145.394736842105,180.555555555556
"base","base","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,-2e+05,0.65,0,-0.0526315789473684,-0.065359477124183
"dekarbonisiert","base","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,-50200000,0.65,0,-13.2105263157895,-16.4052287581699
"stark","base","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,-550200000,0.6,0,-144.789473684211,-179.803921568627
"base","Innenstadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,-5200000,0.65,0,-1.36842105263158,-1.69934640522876
"dekarbonisiert","Innenstadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,-55200000,0.65,0,-14.5263157894737,-18.0392156862745
"stark","Innenstadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,-555200000,0.6,0,-146.105263157895,-181.437908496732
"base","ganze Stadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,-10200000,0.65,0,-2.68421052631579,-3.33333333333333
"dekarbonisiert","ganze Stadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,-60200000,0.65,0,-15.8421052631579,-19.6732026143791
"stark","ganze Stadt","base","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0,-560200000,0.6,0,-147.421052631579,-183.071895424837
"base","base","stark","Verbot","Verbot","nur Aussenbezirke","10 €/Jahr","0,00 €/h",0.01,-70200000,0.65,0,-18.4736842105263,-22.9411764705882
